sample_ID	Accession	Name	subspecies	City	Date	delivery_date	read_count	reads_per_million
ww036655	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	84	7.029205175971967
ww036655	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	31	2.5941114339896547
ww036655	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	25	2.092025349991657
ww036655	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	36	3.012516503987986
ww036655	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	35	2.92883548998832
ww036655	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	35	2.92883548998832
ww036655	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	34	2.8451544759886533
ww036655	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-02-04	2026-02-12	4	0.3347240559986651
ww036656	KM507508.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	4	0.38964753263492913
ww036656	KM507509.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	11	1.071530714746055
ww036656	KM507512.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	34	3.312004027396897
ww036656	KM507514.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	2	0.19482376631746456
ww036656	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	18	1.7534138968571809
ww036656	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	8	0.7792950652698583
ww036656	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	22	2.14306142949211
ww036656	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	7	0.681883182111126
ww036656	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	9	0.8767069484285904
ww036656	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	4	0.38964753263492913
ww036656	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-02-04	2026-02-12	7	0.681883182111126
ww036658	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	60	5.457441867784011
ww036658	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	20	1.819147289261337
ww036658	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	68	6.185100783488546
ww036658	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	37	3.3654224851334735
ww036658	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	48	4.36595349422721
ww036658	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	13	1.182445738019869
ww036658	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	28	2.546806204965872
ww036658	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-02-01	2026-02-12	4	0.36382945785226745
ww036658	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-01	2026-02-12	6	0.5457441867784012
ww036658	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-01	2026-02-12	19	1.7281899247982702
ww036658	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-01	2026-02-12	6	0.5457441867784012
ww036658	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-01	2026-02-12	8	0.7276589157045349
ww036658	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-02-01	2026-02-12	14	1.273403102482936
ww036316	GQ161145.1	Influenza A virus (A/swine/Kitzen/IDT6142/2007(H1N2))	t__H1N2	Las Vegas	2026-01-23	2026-02-05	4	0.2935321798594949
ww036316	KR010433.1	Influenza A virus H13N6	t__Influenza A H13N6	Las Vegas	2026-01-23	2026-02-05	4	0.2935321798594949
ww036316	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	44	3.2288539784544446
ww036316	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	39	2.861938753630076
ww036316	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	102	7.4850705864171205
ww036316	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	22	1.6144269892272223
ww036316	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	10	0.7338304496487373
ww036316	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	20	1.4676608992974747
ww036316	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	4	0.2935321798594949
ww036316	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-23	2026-02-05	31	2.2748743939110856
ww036316	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	15	1.100745674473106
ww036316	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	5	0.36691522482436867
ww036316	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	4	0.2935321798594949
ww036316	NC_026436.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	10	0.7338304496487373
ww036316	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	7	0.5136813147541162
ww036316	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-23	2026-02-05	15	1.100745674473106
ww036318	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	18	2.044274905912247
ww036318	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	73	8.290670451755226
ww036318	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	2	0.22714165621247195
ww036318	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	13	1.4764207653810677
ww036318	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	25	2.839270702655899
ww036318	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	21	2.3849873902309553
ww036318	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	15	1.7035624215935394
ww036318	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-23	2026-02-05	7	0.7949957967436517
ww036321	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-23	2026-02-05	2	0.2700661878213112
ww036321	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-23	2026-02-05	2	0.2700661878213112
ww036321	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-23	2026-02-05	4	0.5401323756426224
ww036321	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Garland	2026-01-23	2026-02-05	15	2.0254964086598344
ww036321	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Garland	2026-01-23	2026-02-05	6	0.8101985634639338
ww036322	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	20	1.7738428424909154
ww036322	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	33	2.9268406901100104
ww036322	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	31	2.7494564058609186
ww036322	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	2	0.17738428424909153
ww036322	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	27	2.3946878373627354
ww036322	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-22	2026-02-05	7	0.6208449948718203
ww036323	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	31	4.318841993075921
ww036323	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	32	4.458159476723531
ww036323	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	27	3.7615720584854797
ww036323	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	18	2.507714705656986
ww036323	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	2	0.2786349672952207
ww036323	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	4	0.5572699345904414
ww036323	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	8	1.1145398691808828
ww036323	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-20	2026-02-05	8	1.1145398691808828
ww036325	JN683627.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-21	2026-02-05	6	0.7878461599065089
ww036325	JN683632.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-21	2026-02-05	13	1.7070000131307692
ww036325	NC_007378.1	Influenza A virus H2N2	t__Influenza A H2N2	Carson	2026-01-21	2026-02-05	2	0.262615386635503
ww036325	NC_007376.1	Influenza A virus H2N2	t__Influenza A H2N2	Carson	2026-01-21	2026-02-05	2	0.262615386635503
ww036327	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-25	2026-02-05	136	13.541247236490316
ww036328	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-26	2026-02-05	2	0.19030549550888545
ww036328	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-26	2026-02-05	7	0.6660692342810991
ww036328	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Carson	2026-01-26	2026-02-05	9	0.8563747297899845
ww036329	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-23	2026-02-05	24	4.159146986680679
ww036329	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-23	2026-02-05	28	4.852338151127459
ww036329	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-23	2026-02-05	15	2.599466866675424
ww036330	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-26	2026-02-05	1	0.09744282736989726
ww036330	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-26	2026-02-05	28	2.728399166357123
ww036330	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-26	2026-02-05	9	0.8769854463290754
ww036330	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-01-26	2026-02-05	1	0.09744282736989726
ww036330	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Jupiter	2026-01-26	2026-02-05	5	0.4872141368494863
ww036331	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Birmingham	2026-01-28	2026-02-05	218	1159.340133377296
ww036333	CY136988.1	Influenza A virus (A/shorebird/Delaware Bay/180/1999(H10N7))	t__H10N7	Rochester	2026-01-26	2026-02-05	1	0.1958989725490688
ww036333	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-26	2026-02-05	29	5.681070203922994
ww036333	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-26	2026-02-05	8	1.5671917803925504
ww036333	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-26	2026-02-05	7	1.3712928078434814
ww036333	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-26	2026-02-05	6	1.1753938352944127
ww036333	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-26	2026-02-05	3	0.5876969176472063
ww036335	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-27	2026-02-05	6	0.45470873631895087
ww036335	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	San Jose	2026-01-27	2026-02-05	5	0.37892394693245907
ww036336	KX296774.1	Influenza A virus H1N1	t__Influenza A H1N1	San Francisco	2026-01-26	2026-02-05	9	1.871024851783648
ww036336	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	2	0.4157833003963662
ww036336	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	9	1.871024851783648
ww036336	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	11	2.286808152180014
ww036336	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	16	3.3262664031709295
ww036336	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	6	1.2473499011890985
ww036336	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-26	2026-02-05	4	0.8315666007927324
ww036338	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	28	5.361897437625813
ww036338	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	27	5.170401100567748
ww036338	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	14	2.6809487188129064
ww036338	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	6	1.1489780223483885
ww036338	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	73	13.979232605238726
ww036338	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Rochester	2026-01-28	2026-02-05	10	1.9149633705806477
ww036339	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	51	5.452087058926157
ww036339	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	65	6.9487384084352986
ww036339	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	162	17.318394187177205
ww036339	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	45	4.810665051993668
ww036339	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	92	9.835137439631499
ww036339	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	66	7.05564207625738
ww036339	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	248	26.512109619876217
ww036339	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-29	2026-02-05	19	2.0311696886195487
ww036340	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	180	26.73999367153483
ww036340	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	106	15.746885162126066
ww036340	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	177	26.294327110342582
ww036340	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	64	9.507553305434607
ww036340	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	57	8.467664662652696
ww036340	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	43	6.387887377088877
ww036340	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	125	18.569440049676967
ww036340	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-28	2026-02-05	30	4.456665611922472
ww036341	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Traverse City	2026-01-26	2026-02-05	2	0.8816219728407535
ww036068	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-16	2026-01-30	3	0.24270207010303677
ww036068	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-16	2026-01-30	1	0.08090069003434558
ww036068	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Garland	2026-01-16	2026-01-30	18	1.4562124206182203
ww036069	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Laredo	2026-01-16	2026-01-30	16	1.1769699350386156
ww036069	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Laredo	2026-01-16	2026-01-30	4	0.2942424837596539
ww036069	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Laredo	2026-01-16	2026-01-30	3	0.22068186281974042
ww036070	AB600854.1	Influenza A virus (A/swine/Okinawa/1/2005(H1N1))	t__H1N1	Jupiter	2026-01-16	2026-01-30	1	0.036936225764849506
ww036070	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	16	0.5909796122375921
ww036070	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	55	2.0314924170667226
ww036070	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	33	1.2188954502400338
ww036070	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	4	0.14774490305939803
ww036070	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	14	0.5171071607078931
ww036070	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	32	1.1819592244751842
ww036070	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	10	0.3693622576484951
ww036070	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Jupiter	2026-01-16	2026-01-30	6	0.22161735458909704
ww036071	KX296774.1	Influenza A virus H1N1	t__Influenza A H1N1	Portland	2026-01-16	2026-01-30	20	1.0755790003095516
ww036071	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-16	2026-01-30	1	0.053778950015477583
ww036071	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-16	2026-01-30	34	1.828484300526238
ww036071	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-16	2026-01-30	2	0.10755790003095517
ww036071	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-16	2026-01-30	16	0.8604632002476413
ww036071	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Portland	2026-01-16	2026-01-30	18	0.9680211002785966
ww036072	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	201	6.853341225472881
ww036072	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	237	8.080805325557575
ww036072	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	157	5.353107325369365
ww036072	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	115	3.921065875270554
ww036072	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	146	4.978048850343485
ww036072	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	116	3.9551621002729065
ww036072	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	85	2.8981791251999742
ww036072	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Lincoln	2026-01-16	2026-01-30	74	2.5231206501740955
ww036073	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	19	2.4754668209273363
ww036073	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	2	0.26057545483445643
ww036073	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	10	1.302877274172282
ww036073	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	2	0.26057545483445643
ww036073	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	2	0.26057545483445643
ww036073	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	4	0.5211509096689129
ww036073	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Las Vegas	2026-01-16	2026-01-30	2	0.26057545483445643
ww036073	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Las Vegas	2026-01-16	2026-01-30	2	0.26057545483445643
ww036075	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	23	1.1421371849774598
ww036075	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	31	1.5394022927957065
ww036075	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	15	0.7448720771592129
ww036075	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	47	2.3339325084322002
ww036075	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	30	1.4897441543184258
ww036075	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	23	1.1421371849774598
ww036075	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	21	1.0428209080228978
ww036075	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-15	2026-01-30	3	0.14897441543184256
ww036075	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-15	2026-01-30	12	0.5958976617273702
ww036075	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-15	2026-01-30	16	0.7945302156364937
ww036075	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-15	2026-01-30	9	0.44692324629552765
ww036076	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	24	1.045386591366309
ww036076	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	16	0.6969243942442059
ww036076	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	26	1.1325021406468347
ww036076	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	2	0.08711554928052574
ww036076	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	21	0.9147132674455203
ww036076	NC_007368.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	7	0.30490442248184013
ww036076	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	8	0.34846219712210297
ww036076	NC_007370.1	Influenza A virus H3N2	t__Influenza A H3N2	Atlanta	2026-01-13	2026-01-30	6	0.26134664784157724
ww036076	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-13	2026-01-30	12	0.5226932956831545
ww036076	NC_026435.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-13	2026-01-30	8	0.34846219712210297
ww036076	NC_026431.1	Influenza A virus H1N1	t__Influenza A H1N1	Atlanta	2026-01-13	2026-01-30	2	0.08711554928052574
ww036078	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	2	0.1006011724865451
ww036078	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	4	0.2012023449730902
ww036078	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	22	1.106612897351996
ww036078	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	12	0.6036070349192706
ww036078	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	19	0.9557111386221785
ww036078	NC_007367.1	Influenza A virus H3N2	t__Influenza A H3N2	San Jose	2026-01-19	2026-01-30	1	0.05030058624327255
ww036078	NC_026438.1	Influenza A virus H1N1	t__Influenza A H1N1	San Jose	2026-01-19	2026-01-30	27	1.358115828568359
ww036078	NC_026437.1	Influenza A virus H1N1	t__Influenza A H1N1	San Jose	2026-01-19	2026-01-30	5	0.25150293121636275
ww036078	NC_026433.1	Influenza A virus H1N1	t__Influenza A H1N1	San Jose	2026-01-19	2026-01-30	6	0.3018035174596353
ww036078	NC_026434.1	Influenza A virus H1N1	t__Influenza A H1N1	San Jose	2026-01-19	2026-01-30	10	0.5030058624327255
ww036079	NC_007373.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-20	2026-01-30	6	0.615911077222315
ww036079	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-20	2026-01-30	4	0.41060738481487663
ww036079	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	San Francisco	2026-01-20	2026-01-30	4	0.41060738481487663
ww036080	NC_007372.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-19	2026-01-30	28	2.2458146837138973
ww036080	NC_007371.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-19	2026-01-30	21	1.684361012785423
ww036080	NC_007366.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-19	2026-01-30	16	1.2833226764079413
ww036080	NC_007369.1	Influenza A virus H3N2	t__Influenza A H3N2	Boston Metropolitan Area	2026-01-19	2026-01-30	12	0.962492007305956
